# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 172K of event 'cycles:P'
# Event count (approx.): 825463650699
#
# Overhead  Command       Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  ...................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.11%  rocksdb:low   db_bench             [.] rocksdb::WritableFileWriter::Append(rocksdb::IOOptions const&, rocksdb::Slice const&, unsigned int)
     0.11%  db_bench      libc.so.6            [.] write
     0.11%  rocksdb:high  db_bench             [.] memcmp@plt
     0.11%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableIterator::CheckOutOfBound()
     0.11%  db_bench      [kernel.kallsyms]    [k] folio_unlock
     0.11%  rocksdb:low   db_bench             [.] rocksdb::CompactionIterator::ExtractLargeValueIfNeededImpl()
     0.11%  db_bench      db_bench             [.] rocksdb::PosixWritableFile::use_direct_io() const
     0.11%  db_bench      [kernel.kallsyms]    [k] ext4_buffered_write_iter
     0.10%  db_bench      libc.so.6            [.] 0x000000000008dea2
     0.10%  rocksdb:low   [kernel.kallsyms]    [k] filemap_read
     0.10%  db_bench      db_bench             [.] rocksdb::(anonymous namespace)::SkipListRep::Allocate(unsigned long, char**)
     0.10%  db_bench      [kernel.kallsyms]    [k] __riscv_sys_write
     0.10%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::ReadBlock(bool)
     0.10%  rocksdb:low   [kernel.kallsyms]    [k] _raw_spin_unlock_irqrestore
     0.10%  db_bench      [kernel.kallsyms]    [k] dynamic_might_resched
     0.10%  rocksdb:low   libc.so.6            [.] 0x000000000007ef94
     0.10%  rocksdb:low   [kernel.kallsyms]    [k] clear_page
     0.10%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::LevelIterator::IsDeleteRangeSentinelKey() const
     0.10%  db_bench      db_bench             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char)
     0.10%  rocksdb:high  db_bench             [.] rocksdb::FullFilterBlockBuilder::Add(rocksdb::Slice const&)
     0.10%  rocksdb:low   libc.so.6            [.] 0x000000000008df6a
     0.10%  rocksdb:low   libc.so.6            [.] 0x000000000008deae
     0.09%  rocksdb:high  db_bench             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
     0.09%  db_bench      [kernel.kallsyms]    [k] __fsnotify_parent
     0.09%  db_bench      [kernel.kallsyms]    [k] ext4_nonda_switch
     0.09%  db_bench      libc.so.6            [.] pthread_mutex_unlock
     0.09%  rocksdb:high  db_bench             [.] rocksdb::FlushBlockBySizePolicy::Update(rocksdb::Slice const&, rocksdb::Slice const&)
     0.09%  db_bench      [kernel.kallsyms]    [k] file_update_time_flags
     0.09%  rocksdb:high  db_bench             [.] rocksdb::ParseInternalKey(rocksdb::Slice const&, rocksdb::ParsedInternalKey*, bool) [clone .isra.0]
     0.09%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::LevelIterator::value() const
     0.09%  rocksdb:high  db_bench             [.] TLS init function for rocksdb::iostats_context
     0.09%  db_bench      db_bench             [.] rocksdb::crc32c::Extend(unsigned int, char const*, unsigned long)
     0.09%  rocksdb:low   db_bench             [.] rocksdb::RandomAccessFileReader::Read(rocksdb::IOOptions const&, unsigned long, unsigned long, rocksdb::Slice*, char*, std::unique_ptr<void, std::function<void (void*)> >*, rocksdb::IODebugContext*) const
     0.09%  db_bench      db_bench             [.] rocksdb::Random::GetTLSInstance()
     0.09%  db_bench      [kernel.kallsyms]    [k] ksys_write
     0.09%  db_bench      db_bench             [.] rocksdb::WriteBatchInternal::Count(rocksdb::WriteBatch const*)
     0.08%  db_bench      libgcc_s.so.1        [.] __ctzdi2
     0.08%  db_bench      db_bench             [.] rocksdb::DBImpl::WriteStatusCheck(rocksdb::Status const&)
     0.08%  rocksdb:low   [kernel.kallsyms]    [k] memset
     0.08%  db_bench      db_bench             [.] rocksdb::ColumnFamilyMemTablesImpl::GetMemTable() const
     0.08%  db_bench      db_bench             [.] rocksdb::Arena::AllocateAligned(unsigned long, unsigned long, rocksdb::Logger*)
     0.08%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::EqualWithoutTimestamp(rocksdb::Slice const&, rocksdb::Slice const&) const
     0.08%  db_bench      [kernel.kallsyms]    [k] file_remove_privs_flags
     0.08%  db_bench      db_bench             [.] rocksdb::FSWritableFile::PrepareWrite(unsigned long, unsigned long, rocksdb::IOOptions const&, rocksdb::IODebugContext*)
     0.08%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::XXPH3FilterBitsBuilder::AddKey(rocksdb::Slice const&)
     0.08%  db_bench      db_bench             [.] rocksdb::ColumnFamilyMemTablesImpl::Seek(unsigned int)
     0.08%  rocksdb:high  [kernel.kallsyms]    [k] _raw_spin_unlock_irqrestore
     0.08%  rocksdb:low   [kernel.kallsyms]    [k] apparmor_file_permission
     0.08%  db_bench      [kernel.kallsyms]    [k] current_time
     0.08%  db_bench      db_bench             [.] rocksdb::WriteThread::AwaitState(rocksdb::WriteThread::Writer*, unsigned char, rocksdb::WriteThread::AdaptationContext*)
     0.07%  rocksdb:low   db_bench             [.] rocksdb::CompactionMergingIterator::value() const
     0.07%  rocksdb:low   db_bench             [.] rocksdb::clock_cache::AutoHyperClockTable::Lookup(std::array<unsigned long, 2ul> const&)
     0.07%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::EstimatedFileSize() const
     0.07%  db_bench      [kernel.kallsyms]    [k] aa_file_perm
     0.07%  rocksdb:low   db_bench             [.] rocksdb::BlockBuilder::AddWithLastKey(rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::Slice const*, bool)
     0.07%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::BlockBasedTablePropertiesCollector::InternalAdd(rocksdb::Slice const&, rocksdb::Slice const&, unsigned long)
     0.07%  db_bench      db_bench             [.] write@plt
     0.07%  db_bench      [kernel.kallsyms]    [k] dynamic_cond_resched
     0.07%  rocksdb:high  db_bench             [.] rocksdb::MemTableIterator::Valid() const
     0.07%  rocksdb:high  db_bench             [.] rocksdb::BlockBuilder::EstimateSizeAfterKV(rocksdb::Slice const&, rocksdb::Slice const&) const
     0.07%  db_bench      [kernel.kallsyms]    [k] rw_verify_area
     0.07%  db_bench      libc.so.6            [.] 0x000000000007bccc
     0.07%  rocksdb:low   db_bench             [.] rocksdb::sstableKeyCompare(rocksdb::Comparator const*, rocksdb::Slice const&, rocksdb::Slice const&)
     0.07%  db_bench      [kernel.kallsyms]    [k] xas_start
     0.07%  db_bench      db_bench             [.] rocksdb::WritableFileWriter::PrepareIOOptions(rocksdb::WriteOptions const&, rocksdb::IOOptions&)
     0.07%  db_bench      [kernel.kallsyms]    [k] inode_to_bdi
     0.07%  rocksdb:low   db_bench             [.] rocksdb::clock_cache::(anonymous namespace)::TryInsert(rocksdb::clock_cache::ClockHandleBasicData const&, rocksdb::clock_cache::ClockHandle&, unsigned int, bool, bool*)
     0.07%  db_bench      [kernel.kallsyms]    [k] ext4_generic_write_checks
     0.06%  db_bench      db_bench             [.] rocksdb::WriteBatch::MaybeTrackTimestampSize(unsigned int, unsigned long)
     0.06%  rocksdb:high  libc.so.6            [.] 0x000000000008df82
     0.06%  rocksdb:low   libc.so.6            [.] 0x000000000008df60
     0.06%  rocksdb:high  libc.so.6            [.] 0x000000000008dea2
     0.06%  db_bench      db_bench             [.] rocksdb::WriteThread::JoinBatchGroup(rocksdb::WriteThread::Writer*)
     0.06%  rocksdb:high  db_bench             [.] ROCKSDB_XXPH3_64bits
     0.06%  rocksdb:low   [kernel.kallsyms]    [k] filemap_get_read_batch
     0.06%  rocksdb:high  db_bench             [.] TLS init function for rocksdb::perf_context
     0.06%  rocksdb:high  db_bench             [.] rocksdb::InternalIteratorBase<rocksdb::Slice>::IsDeleteRangeSentinelKey() const
     0.06%  db_bench      db_bench             [.] rocksdb::WriteBatch::ComputeContentFlags() const
     0.06%  db_bench      db_bench             [.] pthread_mutex_lock@plt
     0.06%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableIterator::FindBlockForward()
     0.06%  db_bench      db_bench             [.] rocksdb::PerfStepTimer::Stop()
     0.06%  db_bench      db_bench             [.] pthread_mutex_unlock@plt
     0.06%  db_bench      [kernel.kallsyms]    [k] __rmqueue_pcplist
     0.06%  db_bench      db_bench             [.] rocksdb::InlineSkipList<rocksdb::MemTableRep::KeyComparator const&>::AllocateNode(unsigned long, int) [clone .isra.0]
     0.06%  db_bench      [kernel.kallsyms]    [k] get_mem_cgroup_from_mm
     0.06%  rocksdb:low   db_bench             [.] rocksdb::CompactionMergingIterator::key() const
     0.06%  db_bench      db_bench             [.] memset@plt
     0.06%  db_bench      db_bench             [.] rocksdb::log::Writer::MaybeHandleSeenFileWriterError()
     0.06%  rocksdb:low   [kernel.kallsyms]    [k] xas_load
     0.06%  db_bench      db_bench             [.] rocksdb::PosixWritableFile::GetFileSize(rocksdb::IOOptions const&, rocksdb::IODebugContext*)
     0.05%  rocksdb:low   [kernel.kallsyms]    [k] fdget
     0.05%  db_bench      db_bench             [.] rocksdb::port::Mutex::Unlock()
     0.05%  rocksdb:high  db_bench             [.] rocksdb::ThreadStatusUtil::SetThreadOperationProperty(int, unsigned long)
     0.05%  rocksdb:high  db_bench             [.] rocksdb::EncodeVarint32(char*, unsigned int)
     0.05%  rocksdb:low   libc.so.6            [.] 0x000000000008dfca
     0.05%  db_bench      db_bench             [.] rocksdb::MemTable::UpdateEntryChecksum(rocksdb::ProtectionInfoKVOS<unsigned long> const*, rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::ValueType, unsigned long, char*)
     0.05%  db_bench      db_bench             [.] rocksdb::(anonymous namespace)::MemTableInserter::get_post_process_info(rocksdb::MemTable*)
     0.05%  db_bench      [kernel.kallsyms]    [k] __memcg_slab_post_alloc_hook
     0.05%  rocksdb:high  [kernel.kallsyms]    [k] _raw_spin_unlock_irq
     0.05%  rocksdb:high  db_bench             [.] rocksdb::CompactionIterator::PrepareOutput()
     0.05%  db_bench      db_bench             [.] rocksdb::MemTable::MaybeUpdateNewestUDT(rocksdb::Slice const&)
     0.05%  db_bench      [kernel.kallsyms]    [k] radix_tree_lookup
     0.05%  rocksdb:low   db_bench             [.] rocksdb::Status rocksdb::(anonymous namespace)::ReadAndParseBlockFromFile<rocksdb::Block_kData>(rocksdb::RandomAccessFileReader*, rocksdb::FilePrefetchBuffer*, rocksdb::Footer const&, rocksdb::ReadOptions const&, rocksdb::BlockHandle const&, std::unique_ptr<rocksdb::Block_kData, std::default_delete<rocksdb::Block_kData> >*, rocksdb::ImmutableOptions const&, rocksdb::BlockCreateContext&, bool, rocksdb::UnownedPtr<rocksdb::Decompressor>, rocksdb::PersistentCacheOptions const&, rocksdb::MemoryAllocator*, bool, bool)
     0.05%  rocksdb:high  db_bench             [.] rocksdb::WritableFileWriter::Append(rocksdb::IOOptions const&, rocksdb::Slice const&, unsigned int)
     0.05%  rocksdb:low   db_bench             [.] void rocksdb::clock_cache::AutoHyperClockTable::PurgeImpl<std::array<unsigned long, 2ul> const>(std::array<unsigned long, 2ul> const*, unsigned long, rocksdb::clock_cache::BaseClockTable::EvictionData*) [clone .isra.0]
     0.05%  db_bench      [kernel.kallsyms]    [k] block_write_end
     0.05%  db_bench      db_bench             [.] rocksdb::WriteBatch::HasMerge() const
     0.05%  db_bench      [kernel.kallsyms]    [k] file_modified
     0.05%  db_bench      [kernel.kallsyms]    [k] folio_wait_stable
     0.05%  db_bench      libc.so.6            [.] 0x000000000008df82
     0.05%  rocksdb:low   [kernel.kallsyms]    [k] vfs_read
     0.05%  db_bench      db_bench             [.] __ctzdi2@plt
     0.05%  rocksdb:low   libc.so.6            [.] 0x000000000008df6e
     0.05%  rocksdb:low   libc.so.6            [.] 0x000000000008df70
     0.05%  db_bench      db_bench             [.] rocksdb::WriteController::IsStopped() const
     0.05%  rocksdb:high  db_bench             [.] rocksdb::CompactionIterator::InvokeFilterIfNeeded(bool*, rocksdb::Slice*)
     0.05%  db_bench      db_bench             [.] rocksdb::Status::operator=(rocksdb::Status&&) [clone .isra.0]
     0.05%  db_bench      db_bench             [.] rocksdb::MemTable::UpdateOldestKeyTime()
     0.05%  rocksdb:low   [kernel.kallsyms]    [k] ext4_file_read_iter
     0.04%  db_bench      libc.so.6            [.] 0x0000000000074f70
     0.04%  rocksdb:low   db_bench             [.] rocksdb::clock_cache::AutoHyperClockTable::TryEraseHandle(rocksdb::clock_cache::AutoHyperClockTable::HandleImpl*, bool, bool)
     0.04%  rocksdb:low   db_bench             [.] TLS init function for rocksdb::iostats_context
     0.04%  rocksdb:low   db_bench             [.] rocksdb::IndexValue::EncodeTo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, bool, rocksdb::BlockHandle const*) const
     0.04%  rocksdb:low   [kernel.kallsyms]    [k] _raw_spin_unlock_irq
     0.04%  db_bench      [kernel.kallsyms]    [k] folio_mapping
     0.04%  rocksdb:low   db_bench             [.] rocksdb::PosixRandomAccessFile::Read(unsigned long, unsigned long, rocksdb::IOOptions const&, rocksdb::Slice*, char*, rocksdb::IODebugContext*) const
     0.04%  rocksdb:low   libc.so.6            [.] malloc
     0.04%  rocksdb:low   db_bench             [.] rocksdb::DataBlockIter* rocksdb::BlockBasedTable::NewDataBlockIterator<rocksdb::DataBlockIter>(rocksdb::ReadOptions const&, rocksdb::BlockHandle const&, rocksdb::DataBlockIter*, rocksdb::BlockType, rocksdb::GetContext*, rocksdb::BlockCacheLookupContext*, rocksdb::FilePrefetchBuffer*, bool, bool, rocksdb::Status&, bool) const [clone .isra.0]
     0.04%  rocksdb:low   db_bench             [.] std::enable_if<(rocksdb::Block_kData::kCacheEntryRole==((rocksdb::CacheEntryRole)13))||(true), rocksdb::Status>::type rocksdb::BlockBasedTable::RetrieveBlock<rocksdb::Block_kData>(rocksdb::FilePrefetchBuffer*, rocksdb::ReadOptions const&, rocksdb::BlockHandle const&, rocksdb::UnownedPtr<rocksdb::Decompressor>, rocksdb::CachableEntry<rocksdb::Block_kData>*, rocksdb::GetContext*, rocksdb::BlockCacheLookupContext*, bool, bool, bool, bool) const
     0.04%  rocksdb:low   db_bench             [.] rocksdb::InternalIteratorBase<rocksdb::Slice>::IsDeleteRangeSentinelKey() const
     0.04%  rocksdb:high  db_bench             [.] rocksdb::CompactionRangeDelAggregator::ShouldDelete(rocksdb::ParsedInternalKey const&, rocksdb::RangeDelPositioningMode)
     0.04%  db_bench      db_bench             [.] rocksdb::WriteBatch::Iterate(rocksdb::WriteBatch::Handler*) const
     0.04%  rocksdb:low   db_bench             [.] rocksdb::CompactionMergingIterator::Valid() const
     0.04%  db_bench      [kernel.kallsyms]    [k] clear_page
     0.04%  rocksdb:low   db_bench             [.] rocksdb::WritableFileWriter::FinalizeIOOptions(rocksdb::IOOptions const&) const
     0.04%  rocksdb:high  db_bench             [.] rocksdb::ThreadStatusUpdater::SetThreadOperationProperty(int, unsigned long)
     0.04%  db_bench      [kernel.kallsyms]    [k] kmem_cache_alloc_noprof
     0.04%  db_bench      [kernel.kallsyms]    [k] __alloc_frozen_pages_noprof
     0.04%  rocksdb:low   db_bench             [.] rocksdb::ShortenedIndexBuilder::FindShortestInternalKeySeparator(rocksdb::Comparator const&, rocksdb::Slice const&, rocksdb::Slice const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.04%  rocksdb:low   db_bench             [.] rocksdb::IndexBlockIter::DecodeCurrentValue(bool)
     0.04%  rocksdb:low   [kernel.kallsyms]    [k] is_cacheable_safe
     0.04%  rocksdb:low   [kernel.kallsyms]    [k] copy_page_to_iter
     0.04%  rocksdb:low   libc.so.6            [.] 0x000000000008df72
     0.04%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::CompareWithoutTimestamp(rocksdb::Slice const&, bool, rocksdb::Slice const&, bool) const
     0.04%  db_bench      db_bench             [.] rocksdb::PosixWritableFile::Flush(rocksdb::IOOptions const&, rocksdb::IODebugContext*)
     0.04%  rocksdb:low   db_bench             [.] std::enable_if<(rocksdb::Block_kData::kCacheEntryRole==((rocksdb::CacheEntryRole)13))||(true), rocksdb::Status>::type rocksdb::BlockBasedTable::GetDataBlockFromCache<rocksdb::Block_kData>(rocksdb::Slice const&, rocksdb::FullTypedCacheInterface<rocksdb::Block_kData, rocksdb::BlockCreateContext, rocksdb::Block_kData::kCacheEntryRole, rocksdb::Cache*>, rocksdb::CachableEntry<rocksdb::Block_kData>*, rocksdb::GetContext*, rocksdb::UnownedPtr<rocksdb::Decompressor>) const
     0.04%  db_bench      [kernel.kallsyms]    [k] __asm_copy_to_user
     0.04%  rocksdb:low   db_bench             [.] operator new[](unsigned long)@plt
     0.04%  db_bench      db_bench             [.] rocksdb::port::Mutex::Lock()
     0.04%  rocksdb:low   libc.so.6            [.] free
     0.04%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableIterator::InitDataBlock()
     0.04%  rocksdb:low   [kernel.kallsyms]    [k] _copy_to_iter
     0.04%  db_bench      db_bench             [.] rocksdb::GetColumnFamilyID(rocksdb::ColumnFamilyHandle*)
     0.04%  db_bench      libc.so.6            [.] 0x0000000000074f6c
     0.04%  rocksdb:low   db_bench             [.] bool rocksdb::BlockIter<rocksdb::IndexValue>::ParseNextKey<rocksdb::DecodeEntryV4, false>(bool*)
     0.04%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::SkipListRep::Iterator::key() const
     0.04%  db_bench      [kernel.kallsyms]    [k] create_empty_buffers
     0.04%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::WriteMaybeCompressedBlockImpl(rocksdb::Slice const&, rocksdb::CompressionType, rocksdb::BlockHandle*, rocksdb::BlockType, rocksdb::Slice const*, bool*)
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] __riscv_v_vstate_save
     0.03%  rocksdb:low   libc.so.6            [.] 0x000000000008deb4
     0.03%  db_bench      [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  rocksdb:low   db_bench             [.] rocksdb::BlockPrefetcher::PrefetchIfNeeded(rocksdb::BlockBasedTable::Rep const*, rocksdb::BlockHandle const&, unsigned long, bool, bool, rocksdb::ReadOptions const&, std::function<void (bool, unsigned long&, unsigned long&)> const&, bool)
     0.03%  rocksdb:high  db_bench             [.] rocksdb::CompactionIterator::ExtractLargeValueIfNeededImpl()
     0.03%  db_bench      libc.so.6            [.] 0x000000000008dfa0
     0.03%  db_bench      db_bench             [.] rocksdb::WriteBatchInternal::SetSequence(rocksdb::WriteBatch*, unsigned long)
     0.03%  db_bench      db_bench             [.] rocksdb::LocalSavePoint::commit()
     0.03%  db_bench      db_bench             [.] rocksdb::FixedDistribution::Get()
     0.03%  rocksdb:low   db_bench             [.] rocksdb::RecordIOStats(rocksdb::Statistics*, rocksdb::Temperature, bool, unsigned long)
     0.03%  rocksdb:high  [kernel.kallsyms]    [k] clear_page
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] kernel_vector_begin
     0.03%  rocksdb:high  [kernel.kallsyms]    [k] folio_account_cleaned
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] __rcu_read_unlock
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] __might_resched
     0.03%  rocksdb:low   db_bench             [.] rocksdb::Status rocksdb::clock_cache::BaseClockTable::Insert<rocksdb::clock_cache::AutoHyperClockTable>(rocksdb::clock_cache::ClockHandleBasicData const&, rocksdb::clock_cache::AutoHyperClockTable::HandleImpl**, rocksdb::Cache::Priority)
     0.03%  rocksdb:low   db_bench             [.] rocksdb::VerifyBlockChecksum(rocksdb::Footer const&, char const*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, rocksdb::BlockType)
     0.03%  rocksdb:low   db_bench             [.] std::enable_if<(rocksdb::Block_kData::kCacheEntryRole==((rocksdb::CacheEntryRole)13))||(true), rocksdb::Status>::type rocksdb::BlockBasedTable::MaybeReadBlockAndLoadToCache<rocksdb::Block_kData>(rocksdb::FilePrefetchBuffer*, rocksdb::ReadOptions const&, rocksdb::BlockHandle const&, rocksdb::UnownedPtr<rocksdb::Decompressor>, bool, rocksdb::CachableEntry<rocksdb::Block_kData>*, rocksdb::GetContext*, rocksdb::BlockCacheLookupContext*, rocksdb::BlockContents*, bool, bool) const
     0.03%  rocksdb:low   db_bench             [.] rocksdb::BijectiveHash2x64(unsigned long, unsigned long, unsigned long*, unsigned long*)
     0.03%  rocksdb:low   libc.so.6            [.] 0x000000000008df86
     0.03%  rocksdb:low   db_bench             [.] rocksdb::DataIsDefinitelyInSnapshot(unsigned long, unsigned long, rocksdb::SnapshotChecker const*)
     0.03%  db_bench      db_bench             [.] rocksdb::WriteBatchInternal::AppendedByteSize(unsigned long, unsigned long)
     0.03%  rocksdb:low   db_bench             [.] rocksdb::StopWatch::~StopWatch()
     0.03%  rocksdb:high  libc.so.6            [.] 0x000000000008df6a
     0.03%  db_bench      db_bench             [.] rocksdb::(anonymous namespace)::SkipListRep::InsertKey(void*)
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] __memcg_slab_post_alloc_hook
     0.03%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::FindShortestSeparator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, rocksdb::Slice const&) const
     0.03%  rocksdb:low   db_bench             [.] rocksdb::ShortenedIndexBuilder::OnKeyAdded(rocksdb::Slice const&, std::optional<rocksdb::Slice> const&)
     0.03%  db_bench      libc.so.6            [.] 0x0000000000074f2c
     0.03%  rocksdb:high  db_bench             [.] non-virtual thunk to rocksdb::(anonymous namespace)::BytewiseComparatorImpl::Compare(rocksdb::Slice const&, rocksdb::Slice const&) const
     0.03%  rocksdb:low   db_bench             [.] rocksdb::Block::Block(rocksdb::BlockContents&&, unsigned long, rocksdb::Statistics*, unsigned int)
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] percpu_counter_add_batch
     0.03%  rocksdb:high  db_bench             [.] rocksdb::BlockBuilder::AddWithLastKey(rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::Slice const*, bool)
     0.03%  db_bench      db_bench             [.] rocksdb::Status::Status(rocksdb::Status const&)
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] __riscv_sys_pread64
     0.03%  rocksdb:high  [kernel.kallsyms]    [k] find_lock_entries
     0.03%  rocksdb:high  [kernel.kallsyms]    [k] percpu_counter_add_batch
     0.03%  db_bench      libc.so.6            [.] 0x000000000008df6a
     0.03%  rocksdb:low   db_bench             [.] rocksdb::clock_cache::AutoHyperClockTable::DoInsert(rocksdb::clock_cache::ClockHandleBasicData const&, unsigned int, bool, rocksdb::clock_cache::AutoHyperClockTable::InsertState&)
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] __rcu_read_lock
     0.03%  db_bench      [kernel.kallsyms]    [k] ext4_da_get_block_prep
     0.03%  rocksdb:low   libc.so.6            [.] 0x000000000008dfb8
     0.03%  rocksdb:low   db_bench             [.] operator new(unsigned long)@plt
     0.03%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::Flush(rocksdb::Slice const*)
     0.03%  db_bench      db_bench             [.] rocksdb::PerfStepTimer::Start()
     0.03%  rocksdb:low   db_bench             [.] rocksdb::Cleanable::RegisterCleanup(void (*)(void*, void*), void*, void*)
     0.03%  rocksdb:low   [kernel.kallsyms]    [k] kernel_vector_end
     0.03%  db_bench      libc.so.6            [.] 0x000000000008deae
     0.03%  db_bench      db_bench             [.] rocksdb::FixedDistribution::NeedTruncate()
     0.03%  db_bench      libc.so.6            [.] 0x000000000007bc86
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] kmem_cache_alloc_noprof
     0.02%  db_bench      [kernel.kallsyms]    [k] timestamp_truncate
     0.02%  db_bench      libc.so.6            [.] 0x000000000008df72
     0.02%  db_bench      db_bench             [.] std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand()
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] fallback_scalar_usercopy_sum_enabled
     0.02%  rocksdb:high  db_bench             [.] rocksdb::WritableFileWriter::FinalizeIOOptions(rocksdb::IOOptions const&) const
     0.02%  rocksdb:low   libc.so.6            [.] 0x000000000008dfc0
     0.02%  rocksdb:low   db_bench             [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable()
     0.02%  db_bench      db_bench             [.] rocksdb::(anonymous namespace)::SkipListRep::ApproximateMemoryUsage()
     0.02%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableIterator::ResetDataIter()
     0.02%  rocksdb:low   db_bench             [.] rocksdb::ShortenedIndexBuilder::GetSeparatorWithSeq(rocksdb::Slice const&, rocksdb::Slice const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] xas_start
     0.02%  rocksdb:low   libc.so.6            [.] malloc_usable_size
     0.02%  rocksdb:low   libc.so.6            [.] 0x0000000000084a02
     0.02%  rocksdb:low   db_bench             [.] rocksdb::IndexValue::DecodeFrom(rocksdb::Slice*, bool, rocksdb::BlockHandle const*)
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] mark_buffer_dirty
     0.02%  rocksdb:low   db_bench             [.] rocksdb::ShortenedIndexBuilder::AddIndexEntryImpl(rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::BlockHandle const&, bool, bool)
     0.02%  rocksdb:low   db_bench             [.] rocksdb::BlockBuilder::Add(rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::Slice const*, bool)
     0.02%  rocksdb:high  libc.so.6            [.] 0x000000000008deae
     0.02%  db_bench      libc.so.6            [.] 0x000000000008df6e
     0.02%  db_bench      db_bench             [.] rocksdb::WriteBatch::HasDeleteRange() const
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] __asm_copy_to_user
     0.02%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::ReadBlockContents()
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] filemap_get_pages
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] block_invalidate_folio
     0.02%  rocksdb:low   libc.so.6            [.] 0x0000000000082642
     0.02%  rocksdb:low   libc.so.6            [.] 0x000000000008df90
     0.02%  rocksdb:low   libc.so.6            [.] 0x000000000008df76
