# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 172K of event 'cycles:P'
# Event count (approx.): 825463650699
#
# Overhead  Command       Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  ...................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074fac
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df50
     0.00%  db_bench      libc.so.6            [.] 0x000000000007ef80
     0.00%  rocksdb:low   db_bench             [.] operator delete[](void*)@plt
     0.00%  db_bench      libc.so.6            [.] 0x000000000007bce6
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] bio_add_page
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_block_write_begin
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::BlockBasedTablePropertiesCollector::InternalAdd(rocksdb::Slice const&, rocksdb::Slice const&, unsigned long)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] xa_load
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df38
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008defc
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f70
     0.00%  rocksdb:low   db_bench             [.] rocksdb::BlockIter<rocksdb::IndexValue>::Valid() const
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df7c
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __lruvec_stat_mod_folio
     0.00%  rocksdb:low   db_bench             [.] rocksdb::clock_cache::ClockCacheShard<rocksdb::clock_cache::AutoHyperClockTable>::Insert(rocksdb::Slice const&, std::array<unsigned long, 2ul> const&, void*, rocksdb::Cache::CacheItemHelper const*, unsigned long, rocksdb::clock_cache::AutoHyperClockTable::HandleImpl**, rocksdb::Cache::Priority)
     0.00%  rocksdb:low   libstdc++.so.6.0.35  [.] operator delete(void*)@plt
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folio_unlock
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849ea
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] wake_up_bit
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] try_to_free_buffers
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df48
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df34
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] alloc_buffer_head
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dfa8
     0.00%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::XXPH3FilterBitsBuilder::EstimateEntriesAdded()
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] rb_next
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dfba
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df0c
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df94
     0.00%  rocksdb:low   db_bench             [.] rocksdb::Hash64(char const*, unsigned long)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df96
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] _raw_read_lock
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] block_commit_write
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df5a
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df44
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084382
     0.00%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::WriteMaybeCompressedBlock(rocksdb::Slice const&, rocksdb::CompressionType, rocksdb::BlockHandle*, rocksdb::BlockType, rocksdb::Slice const*, bool*)
     0.00%  db_bench      [kernel.kallsyms]    [k] find_get_block_common
     0.00%  rocksdb:low   libstdc++.so.6.0.35  [.] free@plt
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df4c
     0.00%  db_bench      [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.00%  db_bench      [kernel.kallsyms]    [k] xas_nomem
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df2c
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f9c
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008def4
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_mark_iloc_dirty
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] fscrypt_mergeable_bio_bh
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f28
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] page_cache_ra_unbounded
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000007ef78
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] dynamic_might_resched
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] get_mem_cgroup_from_mm
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008dedc
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] try_charge_memcg
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df08
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] mod_memcg_lruvec_state
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] css_rstat_updated
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] truncate_cleanup_folio
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] crc32_lsb_clmul
     0.00%  rocksdb:high  libstdc++.so.6.0.35  [.] operator new(unsigned long)
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000846f6
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849da
     0.00%  rocksdb:low   libstdc++.so.6.0.35  [.] operator new[](unsigned long)
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __get_pfnblock_flags_mask.isra.0
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dee0
     0.00%  db_bench      [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dee4
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df7e
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __alloc_frozen_pages_noprof
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000846f0
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] mark_buffer_dirty
     0.00%  rocksdb:high  libc.so.6            [.] free
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f60
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __es_insert_extent
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df04
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __es_remove_extent
     0.00%  rocksdb:high  db_bench             [.] rocksdb::DataBlockFooter::EncodeTo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) const
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] free_buffer_head
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_es_can_be_merged.isra.0
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dfc0
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849dc
     0.00%  db_bench      libc.so.6            [.] 0x000000000007ef74
     0.00%  db_bench      libc.so.6            [.] 0x000000000007bc9c
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082580
     0.00%  db_bench      [kernel.kallsyms]    [k] inode_set_ctime_current
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_fill_raw_inode
     0.00%  db_bench      [kernel.kallsyms]    [k] __lock_text_start
     0.00%  db_bench      [kernel.kallsyms]    [k] lock_vma_under_rcu
     0.00%  db_bench      libc.so.6            [.] 0x000000000008def8
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] make_vfsuid
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] bio_add_folio
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df4c
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dedc
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] charge_memcg
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000836fc
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dee8
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] refill_obj_stock
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849be
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] vfs_write
     0.00%  rocksdb:low   db_bench             [.] rocksdb::PosixWritableFile::use_direct_io() const
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] wake_up_bit
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] refill_obj_stock
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_release_folio
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008dfa4
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mod_memcg_state
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] fallback_scalar_usercopy
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000842ae
     0.00%  db_bench      [kernel.kallsyms]    [k] folio_add_new_anon_rmap
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df3c
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] fscrypt_mergeable_bio_bh
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] _raw_write_unlock
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dec8
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::EmitBlock(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, rocksdb::Slice const&, rocksdb::Slice const*)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008366a
     0.00%  rocksdb:high  db_bench             [.] rocksdb::FullFilterBlockBuilder::UpdateFilterSizeEstimate(unsigned long)
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df28
     0.00%  db_bench      [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  rocksdb:low   db_bench             [.] rocksdb::RandomAccessFileReader::PrepareIOOptions(rocksdb::ReadOptions const&, rocksdb::IOOptions&, rocksdb::IODebugContext*) const
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f80
     0.00%  rocksdb:high  db_bench             [.] rocksdb::ShortenedIndexBuilder::AddIndexEntry(rocksdb::Slice const&, rocksdb::Slice const*, rocksdb::BlockHandle const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, bool)
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ___slab_alloc
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] balance_dirty_pages_ratelimited_flags
     0.00%  rocksdb:high  db_bench             [.] rocksdb::FullFilterBlockBuilder::OnDataBlockFinalized(unsigned long)
     0.00%  db_bench      [kernel.kallsyms]    [k] new_slab
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] bvec_try_merge_page
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df50
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] fscrypt_mergeable_bio
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] find_get_block_common
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849bc
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dfc2
     0.00%  db_bench      [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f6c
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_get_group_desc
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df98
     0.00%  db_bench      [kernel.kallsyms]    [k] task_mm_cid_work
     0.00%  db_bench      [kernel.kallsyms]    [k] __lruvec_stat_mod_folio
     0.00%  db_bench      [kernel.kallsyms]    [k] _raw_read_unlock
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] do_raw_spin_trylock
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __mem_cgroup_uncharge_folios
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __dquot_alloc_space
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::WriteBlock(rocksdb::Slice const&, rocksdb::BlockHandle*, rocksdb::BlockType, bool*)
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] dynamic_might_resched
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_da_reserve_space
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] filemap_add_folio
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] filemap_free_folio
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f38
     0.00%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::PosixFileSystem::SupportedOps(long&)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] new_slab
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __kmalloc_node_noprof
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082596
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] free_buffer_head
     0.00%  db_bench      [kernel.kallsyms]    [k] __account_obj_stock
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __folio_batch_add_and_move
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df7a
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000825b6
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] xas_find
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __account_obj_stock
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] free_frozen_page_commit
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008dec8
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] drop_buffers.constprop.0
     0.00%  rocksdb:low   db_bench             [.] rocksdb::PosixRandomAccessFile::GetRequiredBufferAlignment() const
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df98
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] folio_mapping
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] do_raw_spin_trylock
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.00%  rocksdb:high  db_bench             [.] rocksdb::WritableFileWriter::PrepareIOOptions(rocksdb::WriteOptions const&, rocksdb::IOOptions&)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __mem_cgroup_charge
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084618
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] filemap_release_folio
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] xas_find
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] handle_mm_fault
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __kmalloc_node_noprof
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_journal_check_start
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __rmqueue_pcplist
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008ded8
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] try_charge_memcg
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] is_cacheable_safe
     0.00%  rocksdb:high  libstdc++.so.6.0.35  [.] operator delete(void*)
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df00
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dfb2
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] create_empty_buffers
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008decc
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df20
     0.00%  rocksdb:high  db_bench             [.] rocksdb::FSWritableFile::PrepareWrite(unsigned long, unsigned long, rocksdb::IOOptions const&, rocksdb::IODebugContext*)
     0.00%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::FastLocalBloomBitsBuilder::CalculateSpace(unsigned long)
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084372
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849cc
     0.00%  rocksdb:high  db_bench             [.] rocksdb::ComputeBuiltinChecksumWithLastByte(rocksdb::ChecksumType, char const*, unsigned long, char)
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%  rocksdb:high  db_bench             [.] rocksdb::FullFilterBlockBuilder::AddWithPrevKey(rocksdb::Slice const&, rocksdb::Slice const&)
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df1c
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008dfc6
     0.00%  db_bench      [kernel.kallsyms]    [k] map_id_range_up
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] _copy_to_user
     0.00%  db_bench      [kernel.kallsyms]    [k] blk_cgroup_congested
     0.00%  rocksdb:low   db_bench             [.] rocksdb::CompactionJob::RecordCompactionIOStats()
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083580
     0.00%  db_bench      [kernel.kallsyms]    [k] page_counter_try_charge
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df3c
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df9c
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_inode_csum_set
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mem_cgroup_css_from_folio
     0.00%  db_bench      [kernel.kallsyms]    [k] __folio_alloc_noprof
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folio_add_lru
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dedc
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f28
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] stop_this_handle
     0.00%  db_bench      [kernel.kallsyms]    [k] add_transaction_credits
     0.00%  db_bench      [kernel.kallsyms]    [k] __ext4_mark_inode_dirty
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] fdget_pos
     0.00%  db_bench      [kernel.kallsyms]    [k] propagate_protected_usage
     0.00%  db_bench      [kernel.kallsyms]    [k] inode_update_timestamps
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008dfc2
     0.00%  db_bench      [kernel.kallsyms]    [k] count_memcg_events
     0.00%  db_bench      [kernel.kallsyms]    [k] __folio_mark_dirty
     0.00%  db_bench      [kernel.kallsyms]    [k] queue_work_on
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df14
     0.00%  db_bench      [kernel.kallsyms]    [k] jbd2_write_access_granted
     0.00%  db_bench      libc.so.6            [.] 0x000000000007ef86
     0.00%  db_bench      [kernel.kallsyms]    [k] errseq_check
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f4c
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df94
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] sched_balance_update_blocked_averages
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  db_bench      [kernel.kallsyms]    [k] __ext4_get_inode_loc
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082628
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] make_vfsgid
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] page_counter_cancel
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f74
     0.00%  db_bench      libc.so.6            [.] 0x000000000007bcea
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a06
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008deec
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] inode_to_bdi
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] unmap_page_range
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] css_rstat_updated
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folio_mapping
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] obj_cgroup_uncharge_pages
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084830
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __blk_rq_map_sg
     0.00%  rocksdb:low   db_bench             [.] rocksdb::SetPerfLevel(rocksdb::PerfLevel)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __ext4_get_inode_loc
     0.00%  rocksdb:low   libstdc++.so.6.0.35  [.] std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] blk_mq_submit_bio
     0.00%  db_bench      [kernel.kallsyms]    [k] ___pte_offset_map
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] pid_for_clock
     0.00%  db_bench      [kernel.kallsyms]    [k] update_mmu_cache_range.isra.0
     0.00%  db_bench      [kernel.kallsyms]    [k] __ext4_journal_start_sb
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] fscrypt_mergeable_bio
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000845de
     0.00%  db_bench      [kernel.kallsyms]    [k] mod_memcg_state
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] kernel_vector_begin
     0.00%  db_bench      libc.so.6            [.] 0x000000000007bcc4
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084582
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] jbd2_journal_stop
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] mpage_map_and_submit_buffers
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] task_mm_cid_work
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008def8
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000825c6
     0.00%  db_bench      libc.so.6            [.] 0x000000000008ded4
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083354
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df40
     0.00%  rocksdb:high  libstdc++.so.6.0.35  [.] operator delete(void*, unsigned long)
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008def4
     0.00%  rocksdb:high  db_bench             [.] ROCKSDB_XXH3_64bits
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000849ea
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] find_get_block_common
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df50
     0.00%  rocksdb:high  db_bench             [.] rocksdb::Hash64(char const*, unsigned long)
     0.00%  rocksdb:high  libc.so.6            [.] memset
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_block_write_begin
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083716
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000836f6
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000849cc
     0.00%  db_bench      [kernel.kallsyms]    [k] __kmalloc_node_noprof
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083f94
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] folio_set_bh
     0.00%  rocksdb:high  db_bench             [.] rocksdb::ShortenedIndexBuilder::UpdateIndexSizeEstimate()
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008ded4
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f2c
     0.00%  rocksdb:low   db_bench             [.] rocksdb::CompactionJob::UpdateSubcompactionJobStatsIncrementally(rocksdb::CompactionIterator*, rocksdb::CompactionJobStats*, unsigned long, unsigned long&)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008427c
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_es_insert_delayed_extent
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] prep_compound_page
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008def0
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008357c
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df30
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] p4d_offset
     0.00%  rocksdb:low   db_bench             [.] rocksdb::ThreadStatusUpdater::IncreaseThreadOperationProperty(int, unsigned long)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __riscv_sys_clock_gettime
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082590
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __alloc_frozen_pages_noprof
     0.00%  db_bench      [kernel.kallsyms]    [k] kmem_cache_free
     0.00%  db_bench      [kernel.kallsyms]    [k] css_rstat_updated
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083fb4
     0.00%  rocksdb:high  libstdc++.so.6.0.35  [.] malloc@plt
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000084620
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df9c
     0.00%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::SkipListRep::Iterator::Valid() const
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_has_free_clusters
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008451a
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f44
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a2c
     0.00%  db_bench      [kernel.kallsyms]    [k] shmem_mapping
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083888
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] add_transaction_credits
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000843a6
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008474c
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] count_memcg_events
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008472e
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mb_find_order_for_block
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082624
     0.00%  db_bench      [kernel.kallsyms]    [k] folio_add_lru_vma
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008decc
     0.00%  db_bench      libc.so.6            [.] 0x000000000007bcc8
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000846b0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mod_delayed_work_on
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dfa4
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] enter_vector_usercopy
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df04
     0.00%  db_bench      [kernel.kallsyms]    [k] folio_mark_accessed
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000849e4
     0.00%  db_bench      [kernel.kallsyms]    [k] from_kuid
     0.00%  rocksdb:low   [vdso]               [.] __vdso_clock_gettime
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008364c
     0.00%  db_bench      [kernel.kallsyms]    [k] start_this_handle
     0.00%  db_bench      [kernel.kallsyms]    [k] jbd2_journal_dirty_metadata
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] generic_fadvise
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] vfs_write
     0.00%  db_bench      [kernel.kallsyms]    [k] __brelse
     0.00%  rocksdb:low   db_bench             [.] clock_gettime@plt
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df0c
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a0a
     0.00%  db_bench      [kernel.kallsyms]    [k] __ext4_handle_dirty_metadata
     0.00%  db_bench      [kernel.kallsyms]    [k] update_sd_lb_stats.constprop.0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __lock_text_start
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083542
     0.00%  db_bench      [kernel.kallsyms]    [k] call_timer_fn
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084622
